Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-April-2022,24.05,24.05,24.05,24.05,24.050000000000000000,200,2,4810.00,200,100.00,0.00,0.00
13-April-2022,24.10,25.00,24.05,24.05,24.339181286549707602,171,8,4162.00,171,100.00,0.95,-0.05
12-April-2022,25.30,25.30,25.30,25.30,25.000000000000000000,3,3,75.00,3,100.00,0.00,0.00
11-April-2022,26.60,26.60,26.60,26.60,26.545454545454545454,11,1,292.00,11,100.00,0.00,0.00
1-April-2022,28.00,28.00,28.00,28.00,28.000000000000000000,135,3,3780.00,135,100.00,0.00,0.00
31-March-2022,28.00,28.00,28.00,28.00,28.000000000000000000,398,5,11144.00,398,100.00,0.00,0.00
29-March-2022,28.00,28.00,28.00,28.00,28.000000000000000000,3,1,84.00,3,100.00,0.00,0.00
28-March-2022,28.00,28.00,28.00,28.00,28.000000000000000000,3,3,84.00,3,100.00,0.00,0.00
25-March-2022,28.00,28.00,28.00,28.00,28.000000000000000000,66,2,1848.00,66,100.00,0.00,0.00
24-March-2022,28.70,28.80,28.70,28.80,28.704221093372036768,16536,14,474653.00,16536,100.00,0.10,0.10
23-March-2022,27.45,27.45,24.90,27.45,27.345283824157063593,2343,9,64070.00,2343,100.00,2.55,0.00
22-March-2022,25.00,26.20,25.00,26.20,25.813858391216670401,17852,10,460829.00,17852,100.00,1.20,1.20
21-March-2022,24.30,25.00,24.30,25.00,24.966742683390345876,10524,9,262750.00,10524,100.00,0.70,0.70
17-March-2022,24.10,24.10,23.90,23.90,24.074557017719291228,25001,7,601888.00,25001,100.00,0.20,-0.20
16-March-2022,23.00,23.00,23.00,23.00,23.000000000000000000,41,3,943.00,41,100.00,0.00,0.00
15-March-2022,23.00,23.00,23.00,23.00,23.000000000000000000,20058,4,461334.00,20058,100.00,0.00,0.00
14-March-2022,22.00,22.00,22.00,22.00,22.000000000000000000,20000,2,440000.00,20000,100.00,0.00,0.00
11-March-2022,21.30,21.30,21.00,21.00,21.298701298701298701,20097,8,428040.00,20097,100.00,0.30,-0.30
10-March-2022,19.40,20.35,19.40,20.35,20.299815360047906582,20039,6,406788.00,20039,100.00,0.95,0.95
9-March-2022,19.40,19.40,18.50,19.40,19.399730753889110490,20056,3,389081.00,20056,100.00,0.90,0.00
8-March-2022,18.50,18.50,18.50,18.50,18.500000000000000000,50300,4,930550.00,50300,100.00,0.00,0.00
4-March-2022,17.70,17.70,17.70,17.70,17.647058823529411764,17,1,300.00,17,100.00,0.00,0.00
3-March-2022,17.70,17.70,17.70,17.70,17.700000000000000000,1000,1,17700.00,1000,100.00,0.00,0.00
2-March-2022,18.55,18.55,18.55,18.55,18.534883720930232558,43,4,797.00,43,100.00,0.00,0.00
28-February-2022,18.55,18.55,18.55,18.55,18.548611111111111111,144,5,2671.00,144,100.00,0.00,0.00
24-February-2022,19.50,19.50,19.50,19.50,19.500000000000000000,5500,1,107250.00,5500,100.00,0.00,0.00
23-February-2022,20.20,20.50,20.20,20.50,20.357142857142857142,2100,7,42750.00,2100,100.00,0.30,0.30
22-February-2022,19.05,20.05,19.05,20.05,19.945161290322580645,310,5,6183.00,310,100.00,1.00,1.00
21-February-2022,19.70,20.05,19.70,20.05,19.912838633686690223,849,3,16906.00,849,100.00,0.35,0.35
18-February-2022,20.75,20.75,20.70,20.70,20.742666666666666666,3000,20,62228.00,3000,100.00,0.05,-0.05
17-February-2022,19.80,19.80,19.80,19.80,19.800000000000000000,1070,4,21186.00,1070,100.00,0.00,0.00
16-February-2022,18.90,18.90,18.90,18.90,18.899280575539568345,556,6,10508.00,556,100.00,0.00,0.00
15-February-2022,16.65,18.00,16.65,18.00,17.085199128194967307,5047,10,86229.00,5047,100.00,1.35,1.35
14-February-2022,17.50,17.50,17.50,17.50,17.500000000000000000,216,7,3780.00,216,100.00,0.00,0.00
11-February-2022,17.25,17.30,17.25,17.30,17.261538461538461538,65,4,1122.00,65,100.00,0.05,0.05
10-February-2022,17.30,17.30,17.25,17.30,17.260869565217391304,23,7,397.00,23,100.00,0.05,0.00
9-February-2022,15.60,17.00,15.60,17.00,15.659740259740259740,1155,10,18087.00,1100,95.24,1.40,1.40
8-February-2022,17.25,18.10,16.40,16.40,17.288062902072909220,1399,13,24186.00,1299,92.85,1.70,-0.85
7-February-2022,16.50,17.30,16.50,17.25,17.281553398058252427,206,7,3560.00,206,100.00,0.80,0.75
4-February-2022,16.50,16.50,16.50,16.50,16.498269896193771626,289,8,4768.00,289,100.00,0.00,0.00
3-February-2022,16.15,16.15,16.15,16.15,16.148409893992932862,283,8,4570.00,283,100.00,0.00,0.00
2-February-2022,16.15,16.15,15.35,16.15,15.365558912386706948,2979,13,45774.00,2979,100.00,0.80,0.00
1-February-2022,16.15,16.15,16.15,16.15,16.149600000000000000,1250,6,20187.00,1250,100.00,0.00,0.00
31-January-2022,16.95,16.95,16.95,16.95,16.950000000000000000,600,3,10170.00,600,100.00,0.00,0.00
28-January-2022,18.00,18.00,17.80,17.80,17.803225806451612903,310,6,5519.00,310,100.00,0.20,-0.20
27-January-2022,17.85,18.70,17.85,18.70,18.500000000000000000,130,3,2405.00,100,76.92,0.85,0.85
25-January-2022,19.00,19.00,18.75,18.75,18.778048780487804878,410,9,7699.00,410,100.00,0.25,-0.25
24-January-2022,20.70,20.70,19.70,19.70,20.106194690265486725,113,10,2272.00,113,100.00,1.00,-1.00
21-January-2022,20.70,20.70,20.70,20.70,20.700000000000000000,380,2,7866.00,380,100.00,0.00,0.00
19-January-2022,20.80,20.80,20.70,20.70,20.798143851508120649,431,6,8964.00,431,100.00,0.10,-0.10
18-January-2022,20.80,20.80,20.80,20.80,20.799702528507684680,2017,18,41953.00,2017,100.00,0.00,0.00
17-January-2022,19.85,19.85,19.85,19.85,19.848101265822784810,316,8,6272.00,316,100.00,0.00,0.00
14-January-2022,20.00,20.00,19.85,19.85,19.884668828161185734,2159,10,42931.00,2159,100.00,0.15,-0.15
13-January-2022,20.85,21.00,20.85,20.85,20.881573133009279717,9052,13,189020.00,9052,100.00,0.15,0.00
12-January-2022,21.90,21.90,21.90,21.90,21.897260273972602739,292,6,6394.00,292,100.00,0.00,0.00
11-January-2022,24.25,24.25,23.05,23.05,23.554536187563710499,981,12,23107.00,981,100.00,1.20,-1.20
10-January-2022,25.50,25.50,24.25,24.25,25.333147942157953281,1798,26,45549.00,1670,92.88,1.25,-1.25
7-January-2022,25.50,25.50,25.50,25.50,25.499872870582252733,3933,15,100291.00,3933,100.00,0.00,0.00
6-January-2022,24.30,24.30,24.30,24.30,24.299790356394129979,2862,13,69546.00,2862,100.00,0.00,0.00
5-January-2022,22.05,23.15,22.05,23.15,23.067901234567901234,162,9,3737.00,157,96.91,1.10,1.10
4-January-2022,22.05,22.05,22.05,22.05,22.049315068493150684,365,6,8048.00,365,100.00,0.00,0.00
3-January-2022,21.00,21.00,21.00,21.00,21.000000000000000000,1530,8,32130.00,1530,100.00,0.00,0.00
31-December-2021,19.05,20.00,19.05,20.00,19.990099009900990099,101,2,2019.00,101,100.00,0.95,0.95
30-December-2021,19.05,19.05,19.05,19.05,19.049954586739327883,1101,5,20974.00,1101,100.00,0.00,0.00
29-December-2021,18.15,18.15,18.15,18.15,18.150000000000000000,100,1,1815.00,100,100.00,0.00,0.00
28-December-2021,17.29,17.29,17.29,17.29,17.200000000000000000,10,1,172.00,10,100.00,0.00,0.00
27-December-2021,16.45,16.47,16.45,16.47,16.449494949494949494,990,4,16285.00,990,100.00,0.02,0.02
24-December-2021,15.03,15.69,15.03,15.69,15.346420323325635103,1732,10,26580.00,1732,100.00,0.66,0.66
23-December-2021,14.95,14.95,14.95,14.95,14.500000000000000000,2,1,29.00,2,100.00,0.00,0.00
22-December-2021,14.26,14.26,14.26,14.26,14.000000000000000000,1,1,14.00,1,100.00,0.00,0.00
21-December-2021,12.35,13.59,12.35,13.59,13.000000000000000000,9,3,117.00,9,100.00,1.24,1.24
20-December-2021,12.95,12.95,12.95,12.95,12.949728260869565217,736,3,9531.00,736,100.00,0.00,0.00
17-December-2021,11.76,12.34,11.76,12.34,12.232142857142857142,56,3,685.00,56,100.00,0.58,0.58
16-December-2021,11.20,11.76,11.20,11.76,11.755910543130990415,1565,8,18398.00,1565,100.00,0.56,0.56
15-December-2021,11.20,11.20,11.20,11.20,11.200000000000000000,10,1,112.00,10,100.00,0.00,0.00
14-December-2021,11.20,11.20,11.20,11.20,11.000000000000000000,3,1,33.00,3,100.00,0.00,0.00
8-December-2021,11.20,11.20,11.20,11.20,11.200000000000000000,100,1,1120.00,100,100.00,0.00,0.00
23-November-2021,11.20,11.20,11.20,11.20,11.198863636363636363,176,3,1971.00,176,100.00,0.00,0.00
16-November-2021,11.20,11.20,11.20,11.20,11.200000000000000000,20,1,224.00,20,100.00,0.00,0.00
3-November-2021,11.20,11.20,11.20,11.20,11.142857142857142857,14,1,156.00,14,100.00,0.00,0.00
2-November-2021,11.20,11.20,11.20,11.20,11.200000000000000000,100,1,1120.00,100,100.00,0.00,0.00
1-November-2021,11.20,11.20,11.20,11.20,11.200000000000000000,5,1,56.00,5,100.00,0.00,0.00
26-October-2021,11.20,11.20,11.20,11.20,11.200000000000000000,5,1,56.00,5,100.00,0.00,0.00
20-October-2021,11.20,11.20,11.20,11.20,11.199379363847944142,1289,1,14436.00,1289,100.00,0.00,0.00
19-October-2021,11.10,11.10,11.10,11.10,11.100000000000000000,530,2,5883.00,530,100.00,0.00,0.00
18-October-2021,10.60,10.60,10.60,10.60,10.600000000000000000,300,2,3180.00,300,100.00,0.00,0.00
12-October-2021,10.60,10.60,10.60,10.60,10.599754073163233937,3253,3,34481.00,3253,100.00,0.00,0.00
11-October-2021,10.60,10.60,10.60,10.60,10.596026490066225165,151,2,1600.00,151,100.00,0.00,0.00
7-October-2021,10.10,10.10,10.10,10.10,10.099543378995433789,1095,3,11059.00,1095,100.00,0.00,0.00
5-October-2021,10.60,10.60,10.60,10.60,10.545454545454545454,11,1,116.00,11,100.00,0.00,0.00
4-October-2021,10.60,10.60,10.60,10.60,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
1-October-2021,10.60,11.13,10.60,10.60,10.880317231434751261,2774,6,30182.00,2774,100.00,0.53,0.00
30-September-2021,10.60,10.60,10.60,10.60,10.600000000000000000,50,1,530.00,50,100.00,0.00,0.00
28-September-2021,9.65,10.60,9.65,10.60,9.756302521008403361,119,3,1161.00,119,100.00,0.95,0.95
20-September-2021,10.10,10.10,10.10,10.10,10.095959595959595959,198,2,1999.00,198,100.00,0.00,0.00
15-September-2021,10.10,10.10,10.10,10.10,10.100000000000000000,100,2,1010.00,100,100.00,0.00,0.00
6-September-2021,10.10,10.10,10.10,10.10,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
31-August-2021,10.10,10.10,10.10,10.10,10.100000000000000000,700,2,7070.00,700,100.00,0.00,0.00
30-August-2021,10.10,10.10,10.10,10.10,10.100000000000000000,10,1,101.00,10,100.00,0.00,0.00
27-August-2021,10.10,10.10,10.10,10.10,10.000000000000000000,4,1,40.00,4,100.00,0.00,0.00
26-August-2021,10.10,10.10,10.10,10.10,10.095238095238095238,105,1,1060.00,105,100.00,0.00,0.00
24-August-2021,10.10,10.10,10.10,10.10,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
16-August-2021,10.10,10.10,10.10,10.10,10.098823529411764705,425,3,4292.00,425,100.00,0.00,0.00
13-August-2021,10.50,10.50,10.50,10.50,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
12-August-2021,10.00,10.00,10.00,10.00,10.000000000000000000,20,2,200.00,20,100.00,0.00,0.00
11-August-2021,10.46,10.46,10.46,10.46,10.450000000000000000,20,2,209.00,20,100.00,0.00,0.00
10-August-2021,10.47,10.47,10.47,10.47,10.444444444444444444,9,2,94.00,9,100.00,0.00,0.00
6-August-2021,11.02,11.02,11.02,11.02,11.000000000000000000,21,2,231.00,21,100.00,0.00,0.00
4-August-2021,10.50,10.50,10.50,10.50,10.466666666666666666,15,2,157.00,15,100.00,0.00,0.00
3-August-2021,10.03,10.03,10.03,10.03,10.027027027027027027,111,2,1113.00,111,100.00,0.00,0.00
2-August-2021,10.55,10.55,10.55,10.55,10.545454545454545454,11,2,116.00,11,100.00,0.00,0.00
30-July-2021,10.47,10.55,10.47,10.55,10.549450549450549450,1001,3,10560.00,1001,100.00,0.08,0.08
29-July-2021,10.50,10.50,10.50,10.50,10.500000000000000000,50,1,525.00,50,100.00,0.00,0.00
28-July-2021,10.97,10.97,10.95,10.95,10.950099009900990099,5050,3,55298.00,5050,100.00,0.02,-0.02
27-July-2021,10.98,10.98,10.98,10.98,10.978947368421052631,95,2,1043.00,95,100.00,0.00,0.00
26-July-2021,11.57,11.57,10.47,10.47,10.470437017994858611,3112,6,32584.00,3112,100.00,1.10,-1.10
22-July-2021,11.02,11.02,11.02,11.02,11.020000000000000000,150,3,1653.00,150,100.00,0.00,0.00
20-July-2021,10.50,10.50,10.50,10.50,10.500000000000000000,52,2,546.00,52,100.00,0.00,0.00
14-July-2021,10.50,10.50,10.50,10.50,10.500000000000000000,1000,1,10500.00,1000,100.00,0.00,0.00
12-July-2021,10.50,10.50,10.50,10.50,10.500000000000000000,200,1,2100.00,200,100.00,0.00,0.00
9-July-2021,10.80,10.80,10.50,10.50,10.586647727272727272,1408,4,14906.00,1408,100.00,0.30,-0.30
8-July-2021,10.30,10.30,10.30,10.30,10.300000000000000000,80,2,824.00,80,100.00,0.00,0.00
6-July-2021,10.35,10.35,10.30,10.30,10.349753694581280788,203,4,2101.00,203,100.00,0.05,-0.05
2-July-2021,10.35,10.35,10.35,10.35,10.350000000000000000,1000,1,10350.00,1000,100.00,0.00,0.00
30-June-2021,10.36,10.36,10.36,10.36,10.359989229940764674,22284,2,230862.00,22284,100.00,0.00,0.00
29-June-2021,10.90,10.90,10.90,10.90,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
28-June-2021,10.40,10.40,10.40,10.40,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
25-June-2021,10.00,10.00,10.00,10.00,10.000000000000000000,100,3,1000.00,100,100.00,0.00,0.00
23-June-2021,10.50,10.50,10.50,10.50,10.500000000000000000,3000,3,31500.00,3000,100.00,0.00,0.00
22-June-2021,10.55,10.55,10.55,10.55,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
21-June-2021,10.50,10.50,10.50,10.50,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
17-June-2021,11.00,11.00,11.00,11.00,11.000000000000000000,1212,4,13332.00,1212,100.00,0.00,0.00
16-June-2021,11.00,11.00,11.00,11.00,11.000000000000000000,10,1,110.00,10,100.00,0.00,0.00
15-June-2021,11.00,11.00,11.00,11.00,11.000000000000000000,110965,3,1220615.00,110965,100.00,0.00,0.00
11-June-2021,11.00,11.00,11.00,11.00,11.000000000000000000,1,1,11.00,1,100.00,0.00,0.00
7-June-2021,11.00,11.00,11.00,11.00,11.000000000000000000,100,2,1100.00,100,100.00,0.00,0.00
4-June-2021,11.02,11.02,11.00,11.00,11.007017543859649122,285,4,3137.00,285,100.00,0.02,-0.02
3-June-2021,11.02,11.02,11.02,11.02,11.000000000000000000,1,1,11.00,1,100.00,0.00,0.00
2-June-2021,11.02,11.02,11.02,11.02,11.000000000000000000,11,2,121.00,11,100.00,0.00,0.00
31-May-2021,11.02,11.02,11.02,11.02,11.019363762102351313,723,2,7967.00,723,100.00,0.00,0.00
27-May-2021,10.50,11.02,10.50,11.02,10.954616588419405320,639,5,7000.00,639,100.00,0.52,0.52
26-May-2021,10.50,10.50,10.50,10.50,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
24-May-2021,11.00,11.00,10.50,10.50,10.503517334936995650,71503,5,751033.00,71503,100.00,0.50,-0.50
21-May-2021,11.00,11.00,11.00,11.00,11.000000000000000000,54509,2,599599.00,54509,100.00,0.00,0.00
18-May-2021,11.17,11.17,11.17,11.17,11.000000000000000000,3,2,33.00,3,100.00,0.00,0.00
12-May-2021,11.17,11.17,11.17,11.17,11.000000000000000000,1,1,11.00,1,100.00,0.00,0.00
11-May-2021,11.17,11.17,11.17,11.17,11.100000000000000000,10,1,111.00,10,100.00,0.00,0.00
29-April-2021,11.17,11.17,11.17,11.17,11.000000000000000000,1,1,11.00,1,100.00,0.00,0.00
28-April-2021,11.17,11.17,11.17,11.17,11.117647058823529411,17,2,189.00,17,100.00,0.00,0.00
27-April-2021,11.17,11.17,11.17,11.17,11.166666666666666666,18,3,201.00,18,100.00,0.00,0.00
26-April-2021,11.17,11.17,11.17,11.17,11.150000000000000000,20,1,223.00,20,100.00,0.00,0.00
13-April-2021,11.17,11.17,11.17,11.17,11.168316831683168316,101,2,1128.00,101,100.00,0.00,0.00
12-April-2021,11.75,11.75,11.75,11.75,11.749990294151902993,77273,1,907957.00,77273,100.00,0.00,0.00
9-April-2021,11.65,11.65,11.65,11.65,11.629629629629629629,27,3,314.00,27,100.00,0.00,0.00
5-April-2021,10.10,11.10,10.10,11.10,10.111334648257725180,76050,8,768967.00,76050,100.00,1.00,1.00
31-March-2021,10.60,10.60,10.60,10.60,10.600000000000000000,20,3,212.00,20,100.00,0.00,0.00
25-March-2021,10.13,10.13,10.12,10.12,10.120041379859149325,50266,3,508694.00,50266,100.00,0.01,-0.01
24-March-2021,10.05,10.65,10.05,10.65,10.055920792079207920,25250,4,253912.00,25040,99.17,0.60,0.60
22-March-2021,10.19,10.19,10.19,10.19,10.100000000000000000,10,2,101.00,10,100.00,0.00,0.00
19-March-2021,10.19,10.19,10.19,10.19,10.187878787878787878,165,1,1681.00,165,100.00,0.00,0.00
16-March-2021,9.71,9.71,9.71,9.71,9.685714285714285714,35,1,339.00,35,100.00,0.00,0.00
4-March-2021,9.71,9.71,9.71,9.71,9.706214689265536723,177,3,1718.00,177,100.00,0.00,0.00
3-March-2021,10.22,10.22,10.22,10.22,10.000000000000000000,2,1,20.00,2,100.00,0.00,0.00
1-March-2021,10.75,10.75,10.75,10.75,10.750000000000000000,100,1,1075.00,100,100.00,0.00,0.00
25-February-2021,10.25,10.25,10.25,10.25,10.250000000000000000,40,1,410.00,40,100.00,0.00,0.00
23-February-2021,9.86,9.86,9.86,9.86,9.500000000000000000,2,1,19.00,2,100.00,0.00,0.00
18-February-2021,10.37,10.37,10.37,10.37,10.352941176470588235,17,2,176.00,17,100.00,0.00,0.00
15-February-2021,10.37,10.37,10.37,10.37,10.370000000000000000,300,1,3111.00,300,100.00,0.00,0.00
12-February-2021,10.37,10.37,10.37,10.37,10.351851851851851851,54,2,559.00,54,100.00,0.00,0.00
9-February-2021,10.93,10.93,9.90,9.90,10.920133907221425155,20910,4,228340.00,20810,99.52,1.03,-1.03
8-February-2021,9.92,10.41,9.92,10.41,9.924666666666666666,21000,2,208418.00,21000,100.00,0.49,0.49
27-January-2021,9.92,9.92,9.92,9.92,9.920000000000000000,2000,3,19840.00,2000,100.00,0.00,0.00
25-January-2021,9.92,9.92,9.92,9.92,9.920000000000000000,1000,1,9920.00,1000,100.00,0.00,0.00
21-January-2021,9.92,9.92,9.92,9.92,9.920000000000000000,1000,1,9920.00,1000,100.00,0.00,0.00
20-January-2021,9.92,9.92,9.92,9.92,9.920000000000000000,2000,4,19840.00,2000,100.00,0.00,0.00
19-January-2021,9.45,9.92,9.45,9.92,9.882352941176470588,85,2,840.00,85,100.00,0.47,0.47
18-January-2021,9.45,9.45,9.45,9.45,9.450000000000000000,3000,2,28350.00,3000,100.00,0.00,0.00
15-January-2021,9.45,9.45,9.45,9.45,9.000000000000000000,2,2,18.00,2,100.00,0.00,0.00
12-January-2021,9.45,9.45,9.45,9.45,9.000000000000000000,2,1,18.00,2,100.00,0.00,0.00
6-January-2021,9.45,9.45,9.45,9.45,9.400000000000000000,10,1,94.00,10,100.00,0.00,0.00
5-January-2021,9.45,9.45,9.45,9.45,9.447236180904522613,199,1,1880.00,199,100.00,0.00,0.00
4-January-2021,9.00,9.45,9.00,9.45,9.449061662198391420,746,3,7049.00,746,100.00,0.45,0.45
1-January-2021,9.00,9.00,9.00,9.00,9.000000000000000000,100,1,900.00,100,100.00,0.00,0.00
31-December-2020,9.00,9.00,9.00,9.00,9.000000000000000000,1,1,9.00,1,100.00,0.00,0.00
29-December-2020,9.00,9.00,9.00,9.00,9.000000000000000000,100,1,900.00,100,100.00,0.00,0.00
18-December-2020,7.78,8.58,7.78,8.58,8.319727891156462585,147,4,1223.00,101,68.71,0.80,0.80
16-December-2020,8.18,8.18,8.18,8.18,8.179310344827586206,1015,4,8302.00,1015,100.00,0.00,0.00
15-December-2020,8.00,8.17,8.00,8.17,8.043165467625899280,556,13,4472.00,556,100.00,0.17,0.17
14-December-2020,7.62,8.42,7.62,8.42,7.769282360831656606,1491,6,11584.00,1491,100.00,0.80,0.80
11-December-2020,8.44,8.44,8.02,8.02,8.020655270655270655,1404,6,11261.00,1404,100.00,0.42,-0.42
9-December-2020,8.44,8.44,8.44,8.44,8.440000000000000000,175,1,1477.00,175,100.00,0.00,0.00
8-December-2020,8.88,8.88,8.88,8.88,8.666666666666666666,3,3,26.00,3,100.00,0.00,0.00
16-October-2020,9.34,9.34,9.34,9.34,9.000000000000000000,1,1,9.00,1,100.00,0.00,0.00
13-October-2020,9.34,9.34,9.34,9.34,9.333333333333333333,36,1,336.00,36,100.00,0.00,0.00
9-October-2020,9.34,9.34,9.34,9.34,9.300000000000000000,10,1,93.00,10,100.00,0.00,0.00
7-October-2020,9.34,9.34,9.34,9.34,9.307692307692307692,13,2,121.00,13,100.00,0.00,0.00
29-September-2020,9.34,9.34,9.34,9.34,9.333333333333333333,12,2,112.00,12,100.00,0.00,0.00
24-September-2020,8.90,8.90,8.90,8.90,8.900000000000000000,10,1,89.00,10,100.00,0.00,0.00
17-September-2020,8.90,8.90,8.90,8.90,8.833333333333333333,12,3,106.00,12,100.00,0.00,0.00
16-September-2020,9.81,9.81,9.00,9.00,9.057553956834532374,139,6,1259.00,139,100.00,0.81,-0.81
14-September-2020,9.35,9.35,9.35,9.35,9.000000000000000000,1,1,9.00,1,100.00,0.00,0.00
28-August-2020,9.35,9.35,9.35,9.35,9.346153846153846153,52,2,486.00,52,100.00,0.00,0.00
27-August-2020,9.35,9.35,9.35,9.35,9.200000000000000000,5,1,46.00,5,100.00,0.00,0.00
26-August-2020,9.35,9.35,9.35,9.35,9.333333333333333333,3,1,28.00,3,100.00,0.00,0.00
25-August-2020,9.80,9.80,9.80,9.80,9.800000000000000000,10,2,98.00,10,100.00,0.00,0.00
24-August-2020,10.41,10.41,9.80,10.00,10.286764705882352941,136,6,1399.00,136,100.00,0.61,-0.41
20-August-2020,9.92,9.92,9.92,9.92,9.900000000000000000,10,1,99.00,10,100.00,0.00,0.00
19-August-2020,9.92,9.92,9.92,9.92,9.918367346938775510,490,3,4860.00,490,100.00,0.00,0.00
17-August-2020,9.92,9.92,9.92,9.92,9.920000000000000000,1250,1,12400.00,1250,100.00,0.00,0.00
10-August-2020,9.93,9.93,9.93,9.93,9.000000000000000000,1,1,9.00,1,100.00,0.00,0.00
6-August-2020,9.93,9.93,9.93,9.93,9.928716904276985743,491,3,4875.00,491,100.00,0.00,0.00
4-August-2020,9.90,9.93,9.46,9.93,9.800000000000000000,5,3,49.00,4,80.00,0.47,0.03
30-July-2020,9.93,9.93,9.93,9.93,9.750000000000000000,4,2,39.00,4,100.00,0.00,0.00
29-July-2020,10.45,10.45,9.93,9.93,9.937704918032786885,610,3,6062.00,610,100.00,0.52,-0.52
28-July-2020,10.45,10.45,10.45,10.45,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
23-July-2020,10.45,10.45,10.45,10.45,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
21-July-2020,10.45,10.45,10.45,10.45,10.448387096774193548,310,4,3239.00,310,100.00,0.00,0.00
20-July-2020,11.00,11.00,11.00,11.00,11.000000000000000000,9,1,99.00,9,100.00,0.00,0.00
14-July-2020,11.28,11.28,11.28,11.28,11.280000000000000000,600,1,6768.00,600,100.00,0.00,0.00
9-July-2020,11.87,11.87,11.87,11.87,11.854166666666666666,48,1,569.00,48,100.00,0.00,0.00
7-July-2020,12.43,12.43,11.28,12.30,11.965087281795511221,401,7,4798.00,250,62.34,1.15,-0.13
6-July-2020,11.87,12.90,11.87,11.87,12.243636363636363636,550,6,6734.00,550,100.00,1.03,0.00
3-July-2020,12.08,12.49,11.59,12.49,11.803883495145631067,515,6,6079.00,505,98.06,0.90,0.41
2-July-2020,12.65,12.68,12.08,12.20,12.583663758921490880,1261,4,15868.00,1261,100.00,0.60,-0.45
1-July-2020,11.55,12.09,11.55,12.09,12.049826689774696707,2308,23,27811.00,2308,100.00,0.54,0.54
30-June-2020,11.52,11.52,11.52,11.52,11.000000000000000000,1,1,11.00,1,100.00,0.00,0.00
29-June-2020,10.94,10.98,10.94,10.98,10.935483870967741935,31,2,339.00,31,100.00,0.04,0.04
26-June-2020,10.46,10.46,10.46,10.46,10.457142857142857142,280,7,2928.00,280,100.00,0.00,0.00
25-June-2020,9.50,9.97,9.50,9.97,9.846153846153846153,26,3,256.00,26,100.00,0.47,0.47
24-June-2020,9.50,9.50,9.50,9.50,9.333333333333333333,3,2,28.00,3,100.00,0.00,0.00
23-June-2020,9.10,9.10,9.10,9.10,9.092592592592592592,54,6,491.00,54,100.00,0.00,0.00
22-June-2020,8.67,8.67,8.67,8.67,8.600000000000000000,5,1,43.00,5,100.00,0.00,0.00
19-June-2020,7.87,8.26,7.87,8.26,7.933333333333333333,120,3,952.00,120,100.00,0.39,0.39
18-June-2020,7.25,7.87,7.25,7.87,7.427142857142857142,700,3,5199.00,700,100.00,0.62,0.62
17-June-2020,7.50,7.50,7.50,7.50,7.500000000000000000,100,2,750.00,100,100.00,0.00,0.00
15-June-2020,7.15,7.50,7.15,7.50,7.325000000000000000,200,2,1465.00,200,100.00,0.35,0.35
8-June-2020,7.15,7.15,7.15,7.15,7.150000000000000000,2000,1,14300.00,2000,100.00,0.00,0.00
3-June-2020,7.11,7.11,7.11,7.11,7.000000000000000000,4,1,28.00,4,100.00,0.00,0.00
27-May-2020,7.00,7.11,7.00,7.11,7.104761904761904761,1050,6,7460.00,1050,100.00,0.11,0.11
4-May-2020,7.11,7.11,7.11,7.11,7.000000000000000000,3,1,21.00,3,100.00,0.00,0.00
20-February-2020,7.11,7.11,7.11,7.11,7.080000000000000000,25,1,177.00,25,100.00,0.00,0.00
18-February-2020,7.48,7.48,7.48,7.48,7.480000000000000000,25,1,187.00,25,100.00,0.00,0.00
14-February-2020,7.87,7.87,7.86,7.87,7.868589743589743589,312,4,2455.00,12,3.85,0.01,0.00
13-February-2020,8.27,8.27,8.27,8.27,8.200000000000000000,10,1,82.00,10,100.00,0.00,0.00
12-February-2020,9.54,9.54,8.70,8.70,8.702702702702702702,111,3,966.00,111,100.00,0.84,-0.84
7-February-2020,9.09,9.09,9.09,9.09,9.080000000000000000,50,1,454.00,50,100.00,0.00,0.00
5-February-2020,9.86,10.35,9.37,9.42,9.485237483953786906,779,8,7389.00,265,34.02,0.98,-0.44
4-February-2020,10.88,10.88,9.86,9.86,9.864661654135338345,399,6,3936.00,99,24.81,1.02,-1.02
3-February-2020,9.39,10.37,9.39,10.37,9.427215189873417721,316,5,2979.00,116,36.71,0.98,0.98
1-February-2020,10.92,10.92,9.88,9.88,10.110332749562171628,571,14,5773.00,134,23.47,1.04,-1.04
31-January-2020,10.45,10.45,10.40,10.40,10.400000000000000000,1225,9,12740.00,220,17.96,0.05,-0.05
